State,Year,Divorce Rate,Marriage Rate
South Carolina,2004,3.2,8.2
South Carolina,2003,3.3,9.0
South Carolina,2002,3.4,9.3
South Carolina,2001,3.6,9.9
South Carolina,2000,3.8,10.6
South Carolina,1999,3.8,10.2
South Carolina,1995,3.9,11.9
South Carolina,1990,4.5,15.9
South Dakota,2017,2.694137749,6.742818507000001
South Dakota,2016,2.7846656210000003,7.247063391
South Dakota,2015,2.62327469,7.214005397999999
South Dakota,2014,2.782547543,7.073578105
South Dakota,2013,2.89983039,7.0057535
South Dakota,2012,3.0,7.5
South Dakota,2011,3.3,7.5
South Dakota,2010,3.4,7.3
South Dakota,2009,3.3,7.3
South Dakota,2008,3.1,7.7
South Dakota,2007,3.1,7.8
South Dakota,2006,3.2,8.0
South Dakota,2005,2.8,8.4
South Dakota,2004,3.1,8.4
South Dakota,2003,3.0,8.4
South Dakota,2002,3.3,8.8
South Dakota,2001,3.3,8.9
South Dakota,2000,3.5,9.4
South Dakota,1999,3.7,9.1
South Dakota,1995,3.9,9.9
South Dakota,1990,3.7,11.1
Tennessee,2017,3.546464673,8.234385311
Tennessee,2016,3.764136184,8.614092447
Tennessee,2015,3.694832613,8.502342091000001
Tennessee,2014,3.7971695519999997,8.409228882
Tennessee,2013,4.132249216,8.44784265
Tennessee,2012,4.2,8.8
Tennessee,2011,4.3,9.0
Tennessee,2010,4.2,8.8
Tennessee,2009,3.9,8.4
Tennessee,2008,4.2,9.4
Tennessee,2007,4.3,10.1
Tennessee,2006,4.6,10.6
Tennessee,2005,4.6,10.9
Tennessee,2004,4.9,11.4
Tennessee,2003,5.0,11.9
Tennessee,2002,5.1,13.1
Tennessee,2001,5.2,13.5
Tennessee,2000,5.9,15.5
Tennessee,1999,5.8,14.7
Tennessee,1995,6.2,15.5
Tennessee,1990,6.5,13.9
Texas,2017,2.249599323,7.096126721
Texas,2016,2.6,7.077624784
Texas,2015,2.5891989090000003,7.2144664
Texas,2014,2.700045012,6.851589115
Texas,2013,2.8897626389999997,6.976355625
Texas,2012,3.0,7.3
Texas,2011,3.2,7.1
Texas,2010,3.3,7.1
Texas,2009,3.3,7.1
Texas,2008,3.3,7.3
Texas,2007,3.3,7.4
Texas,2006,3.4,7.6
Texas,2005,3.3,7.8
Texas,2004,3.6,8.0
Texas,2003,3.8,8.1
Texas,2002,3.9,8.4
Texas,2001,4.0,9.1
Texas,2000,4.0,9.4
Texas,1999,3.8,9.1
Texas,1995,5.2,9.9
Texas,1990,5.5,10.5
Utah,2017,3.440223893,8.720650016
Utah,2016,3.587748757,8.990183261
Utah,2015,3.556838486,8.075986033
Utah,2014,3.07825405,7.317946707000001
Utah,2013,3.095965627,7.503605812000001
Utah,2012,3.3,8.4
Utah,2011,3.7,8.6
Utah,2010,3.7,8.5
Utah,2009,3.7,8.4
Utah,2008,3.8,9.0
Utah,2007,3.7,9.6
Utah,2006,3.9,9.2
Utah,2005,4.1,9.8
Utah,2004,4.1,9.9
Utah,2003,4.0,10.2
Utah,2002,4.1,10.4
Utah,2001,4.2,10.2
Utah,2000,4.3,10.8
Utah,1999,4.0,9.6
Utah,1995,4.4,10.7
Utah,1990,5.1,11.2
Vermont,2017,2.9214776710000003,7.908193125
Vermont,2016,3.098012469,8.299791545
Vermont,2015,3.078068245,8.124055575
Vermont,2014,3.460152387,8.698261305
Vermont,2013,3.549143833,9.155322918
Vermont,2012,3.5,8.2
Vermont,2011,3.6,8.3
Vermont,2010,3.8,9.3
Vermont,2009,3.5,8.7
Vermont,2008,3.6,7.9
Vermont,2007,3.6,8.5
Vermont,2006,3.8,8.6
Vermont,2005,3.6,8.9
Vermont,2004,3.9,9.4
Vermont,2003,4.0,9.7
Vermont,2002,4.2,9.8
Vermont,2001,4.3,9.8
Vermont,2000,4.1,10.0
Vermont,1999,4.4,10.0
Vermont,1995,4.7,10.3
Vermont,1990,4.5,10.9
Virginia,2017,3.0357661489999996,6.78357312
Virginia,2016,3.37394767,6.988628366
Virginia,2015,3.300968998,6.980323137999999
Virginia,2014,3.4816230860000004,6.744421194
Virginia,2013,3.558905405,6.657784939
Virginia,2012,3.7,6.8
Virginia,2011,3.8,6.8
Virginia,2010,3.8,6.8
Virginia,2009,3.7,6.9
Virginia,2008,3.8,7.2
Virginia,2007,3.8,7.5
Virginia,2006,4.0,7.8
Virginia,2005,4.0,8.2
Virginia,2004,3.9,8.3
Virginia,2003,4.0,8.4
Virginia,2002,4.2,8.6
Virginia,2001,4.2,8.8
Virginia,2000,4.3,8.8
Virginia,1999,4.4,9.2
Virginia,1995,4.3,10.2
Virginia,1990,4.4,11.4
Washington,2017,3.406950525,6.246908649
Washington,2016,3.4836717889999997,6.235592755
Washington,2015,3.383097982,6.21936081
Washington,2014,3.649350778,6.956141232999999
Washington,2013,3.8214672910000003,7.110330397999999
Washington,2012,3.9,6.3
Washington,2011,4.1,6.1
Washington,2010,4.2,6.0
Washington,2009,3.9,6.0
Washington,2008,3.9,6.3
Washington,2007,4.0,6.4
Washington,2006,4.1,6.5
Washington,2005,4.3,6.5
Washington,2004,4.3,6.5
Washington,2003,4.4,6.5
Washington,2002,4.6,6.5
Washington,2001,4.5,7.0
Washington,2000,4.6,6.9
Washington,1999,5.0,7.2
Washington,1995,5.4,7.7
Washington,1990,5.9,9.5
West Virginia,2017,3.478798165,6.3116203529999995
West Virginia,2016,3.7573002489999996,6.35409715
West Virginia,2015,3.98020094,6.574923216
West Virginia,2014,4.199800468,6.669095068
West Virginia,2013,4.5871658580000005,6.644002277999999
West Virginia,2012,4.7,7.0
West Virginia,2011,5.2,7.2
West Virginia,2010,5.1,6.7
West Virginia,2009,5.1,6.7
West Virginia,2008,4.8,7.1
West Virginia,2007,5.1,7.3
West Virginia,2006,5.0,7.3
West Virginia,2005,5.1,7.4
West Virginia,2004,5.0,7.5
West Virginia,2003,5.2,7.5
West Virginia,2002,5.2,8.1
West Virginia,2001,5.2,7.9
West Virginia,2000,5.1,8.7
West Virginia,1999,4.9,7.5
West Virginia,1995,5.2,6.1
West Virginia,1990,5.3,7.2
Wisconsin,2017,2.4331017790000002,5.634560571000001
Wisconsin,2016,2.59798557,5.616134263999999
Wisconsin,2015,2.5966253569999997,5.611351407999999
Wisconsin,2014,2.656852794,5.691295833
Wisconsin,2013,2.775865693,5.219135973
Wisconsin,2012,2.9,5.4
Wisconsin,2011,2.9,5.3
Wisconsin,2010,3.0,5.3
Wisconsin,2009,2.9,5.3
Wisconsin,2008,3.0,5.6
Wisconsin,2007,2.9,5.7
Wisconsin,2006,3.0,6.0
Wisconsin,2005,2.9,6.1
Wisconsin,2004,3.0,6.2
Wisconsin,2003,3.1,6.2
Wisconsin,2002,3.2,6.3
Wisconsin,2001,3.2,6.5
Wisconsin,2000,3.2,6.7
Wisconsin,1999,3.2,6.7
Wisconsin,1995,3.4,7.0
Wisconsin,1990,3.6,7.9
Wyoming,2017,3.9615753089999997,7.125657026
Wyoming,2016,4.203237911,7.079407209
Wyoming,2015,4.149412991,7.34166287
Wyoming,2014,4.603246067,7.658952364
Wyoming,2013,4.259788761,7.549883465
Wyoming,2012,4.4,7.6
Wyoming,2011,4.8,7.8
Wyoming,2010,5.1,7.6
Wyoming,2009,5.1,8.0
Wyoming,2008,4.9,8.6
Wyoming,2007,4.9,9.0
Wyoming,2006,5.1,9.3
Wyoming,2005,5.2,9.3
Wyoming,2004,5.2,9.3
Wyoming,2003,5.4,9.3
Wyoming,2002,5.4,9.5
Wyoming,2001,5.8,10.0
Wyoming,2000,5.8,10.0
Wyoming,1999,5.7,9.9
Wyoming,1995,6.6,10.6
Wyoming,1990,6.6,10.7
California 1,1990,6.6,7.9
California 1,1995,6.6,6.3
California 1,1999,6.6,6.4
California 1,2000,6.6,5.8
California 1,2001,6.6,6.5
California 1,2002,6.6,6.2
California 1,2003,6.6,6.1
California 1,2004,6.6,6.4
California 1,2005,6.6,6.4
California 1,2006,6.6,6.3
California 1,2007,6.6,6.2
California 1,2008,6.6,6.7
California 1,2009,6.6,5.8
California 1,2010,6.6,5.8
California 1,2011,6.6,5.8
California 1,2012,6.6,6.0
California 1,2013,6.6,6.460467341
California 1,2014,6.6,6.441492172
California 1,2015,6.6,6.184956589
California 1,2016,6.6,6.463589557000001
California 1,2017,6.6,6.27825021
